CIK,Ticker_Symbol,Company_Name,Sector,Data_Date,Market_Capitalization,Total_Assets,Total_Liabilities,Net_Income_Before_Extra_Items,Cash_Flow_From_Operations,Total_Long_Term_Debt,Current_Assets,Current_Liabilities,Common_Shares_Outstanding,Total_Sales,Cost_Of_Goods_Sold
0000016058,CACI,CACI INTL INC  -CL A,Technology,2012-06-30,1355.5828,2392.876,1228.431,167.454,266.688,531.961,685.792,484.929,24.638,3774.473,2598.89
0000016058,CACI,CACI INTL INC  -CL A,Technology,2013-06-30,1474.3648,2501.265,1293.693,151.689,249.331,300.79,727.975,742.494,23.222,3681.99,2535.606
0000016058,CACI,CACI INTL INC  -CL A,Technology,2014-06-30,1649.935,3359.138,1999.972,135.316,198.643,1238.728,735.849,422.587,23.5,3564.562,2426.52
0000016058,CACI,CACI INTL INC  -CL A,Technology,2015-06-30,1956.2438,3257.116,1776.844,126.195,223.215,1029.335,676.46,399.681,24.184,3313.452,2193.585
0000016058,CACI,CACI INTL INC  -CL A,Technology,2016-06-30,2199.0424,3987.341,2380.028,142.799,242.577,1402.079,921.838,565.176,24.323,3744.053,2487.633
0000016058,CACI,CACI INTL INC  -CL A,Technology,2017-06-30,3058.9731,3911.082,2117.361,163.671,281.25,1177.598,879.902,526.744,24.462,4354.617,2934.167
0000016058,CACI,CACI INTL INC  -CL A,Technology,2018-06-30,4163.8592,4034.206,1927.319,301.171,325.127,1015.42,931.191,538.981,24.704,4467.86,2977.013
0000016058,CACI,CACI INTL INC  -CL A,Technology,2019-06-30,5090.1992,5086.843,2715.377,265.604,555.297,1618.093,1031.52,691.722,24.88,4986.341,3307.73
0000016099,LUB,LUBYS INC,Consumer Services,2009-08-31,121.7783,194.365,31.233,-26.203,4.76,0.0,6.237,27.327,27.995,292.863,260.126
0000016099,LUB,LUBYS INC,Consumer Services,2010-08-31,137.5136,242.343,80.982,-0.662,9.297,41.5,9.16,32.445,28.064,244.933,210.718
0000016099,LUB,LUBYS INC,Consumer Services,2011-08-31,128.0871,228.02,62.983,2.583,16.453,21.5,14.764,33.422,28.151,348.748,298.721
0000016099,LUB,LUBYS INC,Consumer Services,2012-08-31,168.4985,231.017,58.358,7.558,29.262,13.0,13.766,35.937,28.177,350.097,291.206
0000016099,LUB,LUBYS INC,Consumer Services,2013-08-31,198.411,250.305,72.787,4.222,29.442,19.2,15.277,45.273,28.304,390.35,334.092
0000016099,LUB,LUBYS INC,Consumer Services,2014-08-31,156.1905,275.435,100.411,-1.613,20.439,42.758,15.91,49.966,28.45,394.381,340.133
0000016099,LUB,LUBYS INC,Consumer Services,2015-08-31,138.5934,264.258,89.599,-1.372,10.316,37.791,15.148,44.548,28.635,394.085,335.268
0000016099,LUB,LUBYS INC,Consumer Services,2016-08-31,130.23,252.225,86.472,-10.256,13.859,37.044,15.542,41.703,28.94,402.639,340.107
0000016099,LUB,LUBYS INC,Consumer Services,2017-08-31,77.1786,226.457,82.405,-22.796,9.64,30.807,16.991,44.38,29.124,376.031,325.929
0000016099,LUB,LUBYS INC,Consumer Services,2018-08-31,59.5981,199.989,87.361,-32.954,-8.453,0.137,19.75,81.564,29.504,365.196,328.49
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2009-07-31,10643.29,6056.0,5328.0,732.0,1166.0,2246.0,1551.0,1628.0,343.0,7586.0,4272.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2010-07-31,12062.4,6276.0,5347.0,830.0,1057.0,1945.0,1687.0,2065.0,336.0,7676.0,4275.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2011-07-31,10576.0,6862.0,5766.0,796.0,1142.0,2427.0,1963.0,1989.0,320.0,7719.0,4351.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2012-07-31,10330.32,6530.0,5632.0,769.0,1120.0,2004.0,1771.0,2070.0,312.0,7707.0,4457.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2013-07-31,14601.6,8323.0,7113.0,689.0,1019.0,2544.0,2221.0,3282.0,312.0,8052.0,4667.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2014-07-31,13017.67,8113.0,6510.0,737.0,899.0,2244.0,2100.0,2989.0,313.0,8268.0,5042.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2015-07-31,15286.1,8089.0,6713.0,691.0,1182.0,2552.0,2092.0,2806.0,310.0,8082.0,4991.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2016-07-31,19179.16,7837.0,6304.0,563.0,1463.0,2314.0,1908.0,2555.0,308.0,7961.0,4893.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2017-07-31,15901.83,7726.0,6081.0,887.0,1291.0,2499.0,1900.0,2395.0,301.0,7890.0,4528.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2018-07-31,12310.9,14529.0,13156.0,261.0,1305.0,7998.0,2296.0,3594.0,301.0,8685.0,5411.0
0000016732,CPB,CAMPBELL SOUP CO,Consumer Non-Durables,2019-07-31,12443.34,13148.0,12036.0,474.0,1398.0,7103.0,1967.0,3385.0,301.0,8107.0,5081.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2009-12-31,27007.14,25176.0,13943.0,1854.0,2279.0,6391.0,1490.0,1237.0,471.0,7367.0,4122.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2010-12-31,30481.19,25206.0,13922.0,2104.0,2999.0,5531.0,1590.0,1906.0,459.4,8297.0,4439.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2011-12-31,35434.315,26026.0,15346.0,2457.0,2976.0,6441.0,1848.0,1715.0,442.1,9028.0,4848.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2012-12-31,38697.372,26659.0,15641.0,2680.0,3060.0,6323.0,1869.0,2203.0,428.4,9920.0,5311.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2013-12-31,50301.136,30163.0,17210.0,2612.0,3548.0,6819.0,1977.0,2498.0,830.6,10575.0,5722.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2014-12-31,64768.188,31792.0,18322.0,3167.0,4381.0,7865.0,2066.0,2201.0,809.4,12134.0,6460.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2015-12-31,60889.92,36402.0,21452.0,3538.0,5140.0,8985.0,2153.0,2998.0,787.2,12611.0,6187.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2016-12-31,68854.32,37057.0,22216.0,3640.0,5202.0,9448.0,2107.0,3008.0,762.0,12037.0,5525.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2017-12-31,76970.49,37629.0,20973.0,5484.0,5516.0,8748.0,2190.0,3983.0,742.6,13041.0,6202.0
0000016868,CNI,CANADIAN NATIONAL RAILWAY CO,Transportation,2018-12-31,73335.083,41214.0,23573.0,4328.0,5918.0,11385.0,2728.0,3500.0,725.3,14321.0,7472.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2009-12-31,9569.115,15531.4,8825.4,612.4,551.5,4102.7,1427.4,1383.0,168.5,4303.2,2914.2
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2010-12-31,10933.704,13675.9,8851.2,650.7,502.1,4033.2,1203.8,1289.5,169.2,4981.5,3375.8
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2011-12-31,11731.7,14110.0,9461.0,570.0,512.0,4695.0,856.0,1210.0,170.0,5177.0,3720.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2012-12-31,17546.51,14727.0,9630.0,484.0,1328.0,4636.0,1329.0,1230.0,173.9,5695.0,3859.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2013-12-31,28178.01,17060.0,9963.0,875.0,1950.0,4687.0,2029.0,1378.0,175.4,6133.0,3724.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2014-12-31,37169.5738,16640.0,11030.0,1476.0,2123.0,5659.0,1277.0,1411.0,166.121,6620.0,3733.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2015-12-31,27039.69,19637.0,14841.0,1352.0,2459.0,8927.0,1537.0,1447.0,153.0,6712.0,3528.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2016-12-31,28025.228,19221.0,14595.0,1599.0,2089.0,8659.0,1009.0,1347.0,146.3,6232.0,3101.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2017-12-31,33277.734,20135.0,13698.0,2405.0,2182.0,7413.0,1274.0,1984.0,144.9,6554.0,3151.0
0000016875,CP,CANADIAN PACIFIC RAILWAY LTD,Transportation,2018-12-31,34034.72,21254.0,14618.0,1951.0,2712.0,8190.0,1117.0,1955.0,140.5,7316.0,3824.0
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2009-02-28,2862.4409,8036.5,6128.2,-301.4,506.9,3971.1,2534.5,1326.4,219.144,3654.6,2184.0
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2010-02-28,3335.6383,8094.3,5518.0,99.3,402.5,3277.1,2589.1,1372.6,222.242,3364.8,2038.0
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2011-02-28,4287.2904,7167.6,4615.7,559.5,619.3,3136.7,2083.0,662.9,211.163,3332.0,2014.7
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2012-02-29,4244.2893,7109.9,4433.9,445.0,784.1,2421.4,2034.3,1199.6,194.314,2654.3,1486.8
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2013-02-28,8178.2962,7638.1,4777.8,387.8,556.3,3277.8,2471.2,677.9,184.777,2796.1,1564.6
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2014-02-28,15528.1698,14302.1,9320.8,1943.1,826.2,6373.3,2747.2,2025.7,191.47,4867.7,2703.7
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2015-02-28,22338.3214,15144.5,9263.2,839.3,1081.0,7137.5,2910.8,1130.7,194.541,6028.0,3211.9
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2016-02-29,28241.6642,16965.0,10273.2,1054.9,1413.7,6816.2,2977.6,2272.3,199.457,6548.4,3366.7
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2017-02-28,30884.3144,18602.4,11717.6,1535.1,1696.0,7720.7,3230.0,2697.6,194.596,7331.5,3547.1
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2018-02-28,41305.4562,20538.7,12476.0,2318.9,1931.4,9417.6,3474.0,1944.7,191.305,7585.0,3468.1
0000016918,STZ,CONSTELLATION BRANDS,Consumer Non-Durables,2019-02-28,32211.5627,29231.5,16394.3,3435.9,2246.3,11759.8,3684.0,3163.8,190.129,8116.0,3695.3
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2009-06-30,916.2435,1497.4,880.4,47.9,145.5,258.6,749.7,198.5,44.029,1362.3,1104.5
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2010-06-30,1443.4366,1583.2,1009.8,1.9,115.2,259.6,820.2,218.1,43.967,1198.6,994.8
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2011-06-30,2544.0918,1991.9,1215.9,70.2,64.2,407.8,1157.6,395.4,44.107,1675.1,1359.6
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2012-06-30,2507.4379,2627.8,1514.7,120.1,160.3,305.9,1249.7,554.2,52.413,2028.7,1542.3
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2013-06-30,2378.4791,2882.9,1579.8,145.3,215.2,604.2,1281.5,421.2,52.773,2271.7,1730.4
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2014-06-30,3360.9153,3057.5,1553.2,132.4,239.6,604.3,1194.5,430.6,53.137,2173.0,1654.2
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2015-06-30,1946.3002,2905.9,1580.0,58.6,282.6,607.1,1070.4,322.1,50.318,2226.7,1786.1
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2016-06-30,1534.538,2794.3,1689.4,11.2,256.9,611.3,1010.7,298.8,46.6,1813.4,1415.7
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2017-06-30,1749.9648,2878.1,1679.5,46.7,129.3,550.0,1093.6,396.0,46.753,1797.6,1395.5
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2018-06-30,2480.8834,3007.0,1521.1,186.8,209.2,545.7,1178.8,363.3,47.192,2157.7,1658.9
0000017843,CRS,CARPENTER TECHNOLOGY CORP,Basic Industries,2019-06-30,2277.6106,3187.8,1667.7,165.1,232.4,550.6,1236.2,416.0,47.47,2380.2,1825.3
0000018230,CAT,CATERPILLAR INC,Capital Goods,2009-12-31,35602.9638,60038.0,50738.0,895.0,6343.0,21847.0,26789.0,19292.0,624.723,32396.0,22284.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2010-12-31,59832.1622,64020.0,52695.0,2700.0,5009.0,20437.0,31810.0,22020.0,638.823,42588.0,28779.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2011-12-31,58666.4898,81446.0,68044.0,4928.0,7010.0,24944.0,38128.0,28561.0,647.533,60138.0,40831.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2012-12-31,58697.9583,89356.0,71774.0,5681.0,5241.0,27752.0,42524.0,29755.0,655.049,65875.0,44247.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2013-12-31,57920.6158,84896.0,64018.0,3789.0,10191.0,26719.0,38335.0,27297.0,637.822,55656.0,37646.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2014-12-31,55482.4655,84681.0,67855.0,3695.0,8057.0,27784.0,38867.0,27877.0,606.167,55184.0,36607.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2015-12-31,39574.6031,78497.0,63612.0,2102.0,6675.0,25247.0,34418.0,26303.0,582.322,47011.0,30652.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2016-12-31,54390.7116,74704.0,61491.0,-67.0,5608.0,22818.0,31967.0,26132.0,586.486,38537.0,26117.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2017-12-31,94173.9051,76962.0,63196.0,754.0,5702.0,23847.0,36244.0,26931.0,597.626,45462.0,28981.0
0000018230,CAT,CATERPILLAR INC,Capital Goods,2018-12-31,73134.249,78509.0,64429.0,6147.0,6558.0,25000.0,38603.0,28218.0,575.543,54722.0,35050.0
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2009-01-31,388.79,435.353,173.54,33.634,71.567,0.0,315.369,150.73,29.387,857.718,562.056
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2010-01-31,605.0337,480.99,189.678,45.111,84.689,0.0,370.767,168.468,29.586,883.995,552.016
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2011-01-31,721.0289,522.092,196.528,56.769,79.476,0.0,414.774,175.546,29.502,925.528,565.71
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2012-01-31,781.86,551.089,184.41,63.818,81.341,0.0,429.132,156.993,29.163,931.458,574.176
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2013-01-31,807.4426,532.646,187.412,60.774,80.351,0.0,390.214,159.602,29.287,944.048,581.961
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2014-01-31,817.6063,596.918,205.809,53.438,92.959,0.0,446.748,177.131,29.242,920.033,571.246
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2015-01-31,1183.7656,608.278,228.08,59.322,117.459,0.0,454.451,193.901,27.919,986.914,600.569
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2016-01-31,1124.1584,642.344,229.679,65.442,93.853,0.0,472.052,193.064,27.874,1011.091,616.48
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2017-01-31,675.501,606.324,222.421,46.256,72.129,0.0,443.808,171.912,26.605,956.569,601.985
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2018-01-31,294.6359,516.076,189.723,8.368,35.988,0.0,372.48,139.081,24.801,849.981,553.058
0000018255,CATO,CATO CORP  -CL A,Consumer Services,2019-01-31,365.3397,497.906,181.07,29.599,60.244,0.0,370.588,141.086,24.602,829.664,522.535
0000018498,GCO,GENESCO INC,Consumer Services,2009-01-31,296.3576,818.027,371.093,157.901,179.103,118.52,398.119,138.982,19.244,1551.562,724.823
0000018498,GCO,GENESCO INC,Consumer Services,2012-01-31,1482.1078,1237.265,519.655,82.791,144.96,31.931,595.312,304.462,24.269,2291.987,1084.201
0000018498,GCO,GENESCO INC,Consumer Services,2013-01-31,1495.6707,1333.789,523.271,110.851,123.21,45.007,682.271,276.054,23.996,2604.817,1242.773
0000018498,GCO,GENESCO INC,Consumer Services,2014-01-31,1679.5922,1439.284,521.161,92.949,139.999,26.937,756.875,305.578,23.919,2624.972,1258.787
0000018498,GCO,GENESCO INC,Consumer Services,2015-01-31,1716.7292,1583.087,584.31,99.373,189.764,16.003,847.658,405.916,24.027,2859.844,1385.107
0000018498,GCO,GENESCO INC,Consumer Services,2016-01-31,1444.1008,1541.483,584.7,95.381,145.118,97.876,800.086,323.617,21.834,3022.234,1499.757
0000018498,GCO,GENESCO INC,Consumer Services,2017-01-31,1195.9332,1448.906,526.385,97.859,161.501,73.73,738.167,309.386,19.866,2868.341,1375.047
0000018498,GCO,GENESCO INC,Consumer Services,2018-01-31,693.6544,1315.353,484.649,-111.43,164.591,86.619,693.088,255.068,19.904,2907.016,1412.423
0000018498,GCO,GENESCO INC,Consumer Services,2019-01-31,863.0735,1181.081,443.53,51.224,237.143,56.751,731.046,276.229,19.103,2188.553,1089.336
0000018926,CTL,CENTURYLINK INC,Public Utilities,2009-12-31,10833.6337,22562.729,13095.93,506.737,1573.715,7253.653,1123.591,1707.195,299.189,4973.211,1756.747
0000018926,CTL,CENTURYLINK INC,Public Utilities,2010-12-31,14079.4492,22038.098,12390.939,942.168,2044.704,7316.004,1143.129,1011.042,304.948,7041.534,2365.668
0000018926,CTL,CENTURYLINK INC,Public Utilities,2011-12-31,23008.7208,56139.0,35312.0,571.0,4201.0,21356.0,3523.0,4019.0,618.514,15351.0,6258.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2012-12-31,24475.741,54020.0,34731.0,776.0,6065.0,19400.0,3613.0,4595.0,625.658,18376.0,7605.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2013-12-31,18588.8385,51787.0,34596.0,-239.0,5559.0,20181.0,3907.0,4409.0,583.637,18095.0,7492.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2014-12-31,22501.9029,50147.0,35124.0,772.0,5188.0,20121.0,3576.0,3918.0,568.517,18031.0,7796.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2015-12-31,13682.008,47604.0,33544.0,878.0,5152.0,18722.0,2650.0,4604.0,543.8,17900.0,7764.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2016-12-31,12996.8401,47017.0,33618.0,626.0,4608.0,18185.0,5162.0,5349.0,546.545,17470.0,7767.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2017-12-31,17833.7389,75611.0,52120.0,1389.0,3878.0,37283.0,4194.0,4857.0,1069.169,17656.0,8203.0
0000018926,CTL,CENTURYLINK INC,Public Utilities,2018-12-31,16364.5301,70256.0,50428.0,-1733.0,7032.0,35409.0,3820.0,5531.0,1080.167,23443.0,10862.0
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2009-07-31,257.6491,277.871,90.755,15.569,30.992,33.314,88.91,39.113,16.644,260.05,149.039
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2010-07-31,267.8321,280.665,71.26,19.681,29.033,11.0,94.731,40.984,16.866,273.952,151.543
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2011-07-31,430.6159,321.443,87.128,20.135,28.198,24.0,111.324,43.411,17.273,321.651,186.422
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2012-07-31,707.8781,434.812,158.876,30.757,50.58,80.0,133.892,55.141,27.101,386.49,206.398
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2013-07-31,1091.8025,487.671,166.539,38.631,51.494,85.0,150.66,59.151,41.138,425.026,224.11
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2014-07-31,1389.5503,536.145,170.899,42.684,64.272,80.5,163.909,66.499,41.442,488.749,256.564
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2015-07-31,2283.2275,584.031,177.398,47.52,59.07,78.5,188.361,70.624,41.604,565.004,285.599
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2016-07-31,2792.3506,694.532,240.162,59.465,80.268,116.0,222.742,96.335,41.708,664.755,329.526
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2017-07-31,3096.2918,786.373,262.441,70.947,108.193,126.0,257.371,106.779,41.729,770.157,369.192
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2018-07-31,3866.5633,963.708,354.841,90.721,125.912,187.302,338.243,134.783,41.706,871.922,420.711
0000019446,CMD,CANTEL MEDICAL CORP,Health Care,2019-07-31,3854.6279,1070.366,408.829,54.991,66.931,220.851,351.796,151.4,41.771,918.506,445.562
0000019584,CHE,CHEMED CORP,Health Care,2009-12-31,1084.8895,819.47,342.308,74.037,160.832,152.127,198.258,136.084,22.616,1190.236,836.941
0000019584,CHE,CHEMED CORP,Health Care,2010-12-31,1351.4293,830.161,368.112,81.831,86.012,159.208,196.797,149.342,21.279,1280.545,908.573
0000019584,CHE,CHEMED CORP,Health Care,2011-12-31,975.909,795.905,382.221,85.979,174.343,166.784,150.753,145.4,19.057,1355.97,973.236
0000019584,CHE,CHEMED CORP,Health Care,2012-12-31,1271.1099,859.626,406.335,89.304,131.768,174.89,197.671,156.822,18.532,1430.043,1036.333
0000019584,CHE,CHEMED CORP,Health Care,2013-12-31,1347.3627,893.701,444.811,77.227,150.847,0.0,224.656,363.986,17.585,1413.329,1011.898
0000019584,CHE,CHEMED CORP,Health Care,2014-12-31,1784.7663,859.932,408.576,99.317,110.279,141.25,174.564,175.554,16.89,1456.282,1037.144
0000019584,CHE,CHEMED CORP,Health Care,2015-12-31,2516.1906,852.325,339.072,110.274,171.5,83.75,150.808,171.336,16.797,1543.388,1087.61
0000019584,CHE,CHEMED CORP,Health Care,2016-12-31,2596.5567,880.059,355.96,108.743,135.393,100.0,169.9,171.832,16.187,1576.881,1115.431
0000019584,CHE,CHEMED CORP,Health Care,2017-12-31,3897.5548,920.026,379.672,98.177,162.495,91.2,176.046,193.522,16.038,1666.724,1150.532
0000019584,CHE,CHEMED CORP,Health Care,2018-12-31,4496.5034,975.529,384.195,205.544,287.138,89.2,159.84,191.67,15.873,1782.648,1228.644
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2009-12-31,301.0777,617.102,407.321,15.897,45.809,98.814,116.575,170.6,9.394,268.785,221.983
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2010-12-31,395.4365,670.993,444.754,26.056,61.005,89.642,137.229,197.642,9.524,427.546,354.198
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2011-12-31,414.7295,709.066,468.286,27.622,71.121,110.285,127.76,157.499,9.567,418.027,343.976
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2012-12-31,435.7038,733.746,477.148,28.863,65.872,101.907,100.597,162.166,9.597,392.502,313.357
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2013-12-31,578.4728,837.522,558.749,32.787,72.931,117.592,126.409,221.942,9.638,444.306,356.881
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2014-12-31,724.4401,904.469,604.147,36.092,79.284,158.486,122.373,194.235,14.588,498.834,403.358
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2015-12-31,866.6293,1068.586,710.448,41.14,105.142,149.34,112.538,279.593,15.271,459.244,352.5
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2016-12-31,1091.5528,1229.219,783.133,44.675,103.371,136.954,141.151,334.051,16.304,498.86,382.735
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2017-12-31,1283.8212,1417.434,931.14,58.124,110.089,197.395,178.587,413.0,16.344,617.583,495.271
0000019745,CPK,CHESAPEAKE UTILITIES CORP,Public Utilities,2018-12-31,1331.5314,1693.671,1175.232,56.58,146.778,316.02,191.537,528.234,16.378,717.489,571.087
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2009-03-31,163.285,322.259,63.005,16.986,27.921,0.485,168.307,53.936,9.605,482.424,343.721
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2010-03-31,194.4876,281.762,48.717,-23.739,48.676,0.066,175.293,44.396,9.676,448.45,325.292
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2011-03-31,183.4671,286.923,51.264,5.611,32.319,0.0,192.314,45.418,9.733,450.7,326.005
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2012-03-31,188.3533,286.564,43.361,16.229,25.796,0.0,202.051,38.757,9.679,384.663,265.333
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2013-03-31,245.884,289.18,40.202,15.588,29.863,0.0,210.434,35.377,9.468,364.193,246.242
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2014-03-31,250.965,293.535,36.319,18.564,27.83,0.0,219.444,31.635,9.295,320.459,209.76
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2015-03-31,281.7216,309.473,39.218,16.954,32.991,0.0,229.427,35.005,9.344,313.044,203.464
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2016-03-31,252.2638,309.926,38.436,17.236,15.123,0.0,210.691,33.805,9.032,317.017,206.438
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2017-03-31,235.535,339.194,45.04,28.504,14.871,0.456,232.489,36.383,9.087,322.431,214.273
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2018-03-31,159.6,365.188,111.493,-36.52,31.368,40.228,236.041,59.34,9.12,361.896,240.648
0000020629,CSS,CSS INDUSTRIES INC,Consumer Services,2019-03-31,52.9336,285.595,95.664,-53.545,1.0,0.013,179.865,87.902,8.837,382.263,261.787
0000021076,CLX,CLOROX CO/DE,Consumer Durables,2009-06-30,7769.1911,4576.0,4751.0,537.0,738.0,2151.0,1180.0,1937.0,139.158,5450.0,2905.0
0000021076,CLX,CLOROX CO/DE,Consumer Durables,2010-06-30,8625.6324,4555.0,4472.0,600.0,819.0,2124.0,1124.0,1647.0,138.765,5534.0,2874.0
0000021076,CLX,CLOROX CO/DE,Consumer Durables,2011-06-30,8839.1585,4163.0,4249.0,285.0,698.0,2125.0,1279.0,1365.0,131.067,5231.0,2785.0
0000021076,CLX,CLOROX CO/DE,Consumer Durables,2012-06-30,9388.0625,4355.0,4490.0,543.0,612.0,1571.0,1376.0,2061.0,129.562,5468.0,2998.0
0000021076,CLX,CLOROX CO/DE,Consumer Durables,2013-06-30,10838.7124,4311.0,4165.0,574.0,775.0,2170.0,1420.0,1134.0,130.367,5623.0,3040.0
0000021076,CLX,CLOROX CO/DE,Consumer Durables,2014-06-30,11771.9544,4258.0,4104.0,562.0,767.0,1595.0,1395.0,1638.0,128.796,5591.0,3062.0
